ID	18BLA111	18BLA112	18BLA151	18BLA152	18BLA166	18BLA168	19BLA115	19BLA122	19BLA147	MM12-P027	MM12-P174	18BLA126	18BLA163	19BLA148	MM12-P173	126F-01	126F-02	126F-03	126F-04	126F-05	126F-06	126F-07	126F-08	126F-09	126F-18	126F-19	126F-20	126F-23	126F-26	126F-34	126F-36	126F-42	126F-43	126F-45	150F-09	150F-10	150F-11	150F-12	150F-13	150F-14	150F-15	150F-16	150F-26	150F-27	150F-34	150F-35	150F-36	150F-42	150F-43	150F-44	150F-45	150F-46	150F-47	150F-48	163F-12	163F-13	163F-16	163F-40	BLFlume19-1-1-01	BLFlume19-1-1-02	BLFlume19-1-1-05	BLFlume19-1-1-06	BLFlume19-1-1-07	BLFlume19-1-2-024	BLFlume19-1-2-025	BLFlume19-1-2-026	BLFlume19-1-2-027	BLFlume19-1-2-034	BLFlume19-1-2-035	BLFlume19-1-2-036	BLFlume19-1-2-037	BLFlume19-1-2-039	BLFlume19-1-2-040	BLFlume19-1-3-041	BLFlume19-1-3-042	BLFlume19-1-3-043	BLFlume19-1-3-045	BLFlume19-1-3-046	BLFlume19-1-3-048	BLFlume19-1-3-049	BLFlume19-1-3-050	BLFlume19-1-3-051	BLFlume19-1-3-052	BLFlume19-1-3-054	BLFlume19-1-3-057	BLFlume19-1-3-059	BLFlume19-1-4-061	BLFlume19-1-4-066	BLFlume19-1-4-067	BLFlume19-1-4-069	BLFlume19-1-4-071	BLFlume19-1-4-074	BLFlume19-1-4-079	BLFlume19-2-1-106	BLFlume19-2-2-125	BLFlume19-2-2-126	BLFlume19-2-2-127	BLFlume19-2-3-149	BLFlume19-5-1-401	BLFlume19-5-1-402	BLFlume19-5-1-404	BLFlume19-5-1-405	BLFlume19-5-1-406	BLFlume19-5-1-407	BLFlume19-5-1-408	BLFlume19-5-1-409	BLFlume19-5-1-412	BLFlume19-5-1-415	BLFlume19-5-1-416	BLFlume19-5-1-417	BLFlume19-5-1-420	BLFlume19-5-2-423	BLFlume19-5-2-424	BLFlume19-5-2-425	BLFlume19-5-2-426	BLFlume19-5-2-427	BLFlume19-5-2-428	BLFlume19-5-2-429	BLFlume19-5-2-430	BLFlume19-5-2-431	BLFlume19-5-2-432	BLFlume19-5-2-433	BLFlume19-5-2-434	BLFlume19-5-2-435	BLFlume19-5-2-436	BLFlume19-5-2-438	BLFlume19-5-2-439	BLFlume19-5-2-440	BLFlume19-5-3-442	BLFlume19-5-3-443	BLFlume19-5-3-444	BLFlume19-5-3-445	BLFlume19-5-3-446	BLFlume19-5-3-447	BLFlume19-5-3-449	BLFlume19-5-3-450	BLFlume19-5-3-451	BLFlume19-5-3-452	BLFlume19-5-3-453	BLFlume19-5-3-454	BLFlume19-5-3-455	BLFlume19-5-3-456	BLFlume19-5-3-457	BLFlume19-5-3-458	BLFlume19-5-3-459	BLFlume19-5-3-460	BLFlume19-5-4-462	BLFlume19-5-4-464	BLFlume19-5-4-465	BLFlume19-5-4-466	BLFlume19-5-4-467	BLFlume19-5-4-470	BLFlume19-6-1-501	BLFlume19-6-1-513	BLFlume19-6-1-517	BLFlume19-6-2-536	BLFlume19-6-3-551	BLFlume19-6-3-552	BLFlume19-6-5-594	BLFlume19-7-2-625	MM12-117	MM12-127	MM12-133	MM12-26	MM12-27	MM12-30	MM12-55	MM12-57	MM12-69	MM12-73	MM12-81	MM12-82	MM12-83	MM12-85	MM12-94	MM12-M	MM12-N
BLFlume19-1-4-067	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.49634	0.00000	0.00000	0.00000	0.08819	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.43940	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.54149	0.40880	0.51413	0.52139	0.55647	0.53558	0.57551	0.57224	0.56942	0.51615	0.56713	0.58578	0.61482	0.49378	0.47559	0.54773	0.54475	0.56647	0.52621	0.49420	0.55875	0.55160	0.62823	0.53986	0.61062	0.58622	0.46730	0.51807	0.51352	0.56300	1.00000	0.47345	0.57315	0.52070	0.57934	0.38967	0.36262	0.45615	0.43951	0.34498	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.29018	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12573	0.00000	0.00000	0.07687	0.09347	0.00000	0.10436	0.00000	0.00000
BLFlume19-1-4-069	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.55166	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.49602	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.61612	0.40303	0.57099	0.54252	0.58330	0.59946	0.52294	0.50714	0.54838	0.61433	0.54389	0.62397	0.60707	0.48446	0.55668	0.47745	0.50381	0.59074	0.53884	0.57609	0.53026	0.56504	0.55874	0.54421	0.60980	0.62073	0.58697	0.56215	0.65521	0.53968	0.47345	1.00000	0.62476	0.57878	0.52829	0.36031	0.33475	0.35919	0.40948	0.34113	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15854	0.08443	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05707
BLFlume19-1-4-071	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.60455	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.60136	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.60117	0.39324	0.51366	0.52004	0.57693	0.61676	0.57086	0.57035	0.59253	0.60950	0.59467	0.61809	0.64824	0.53724	0.62829	0.52473	0.54134	0.59617	0.53911	0.55028	0.56774	0.61025	0.57736	0.57658	0.59010	0.58070	0.54641	0.58444	0.61698	0.58110	0.57315	0.62476	1.00000	0.61657	0.62213	0.41655	0.33846	0.34770	0.39675	0.39803	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
BLFlume19-1-4-074	0.00000	0.00000	0.00000	0.00000	0.00000	0.08780	0.63421	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07290	0.00000	0.00000	0.00000	0.56806	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.64616	0.39367	0.54838	0.62369	0.53940	0.60199	0.57867	0.54523	0.59965	0.62784	0.63661	0.61336	0.63484	0.57613	0.52537	0.61689	0.54797	0.60350	0.55883	0.57520	0.54113	0.55386	0.55342	0.57768	0.59332	0.61031	0.57676	0.63965	0.54560	0.59062	0.52070	0.57878	0.61657	1.00000	0.62406	0.42617	0.30868	0.42732	0.40314	0.40526	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08716	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
BLFlume19-1-4-079	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.63570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.60533	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.64310	0.37203	0.53143	0.57533	0.55072	0.56944	0.61144	0.55211	0.58874	0.58499	0.57549	0.65802	0.62256	0.57577	0.56152	0.55811	0.56997	0.65749	0.63619	0.59785	0.57333	0.63055	0.51725	0.62873	0.63334	0.59888	0.51819	0.55335	0.60756	0.60811	0.57934	0.52829	0.62213	0.62406	1.00000	0.44746	0.35489	0.41906	0.37888	0.39753	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22181	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.29475	0.00000	0.14044
BLFlume19-2-1-106	0.20941	0.00000	0.00000	0.00000	0.07369	0.25493	0.30020	0.58885	0.00000	0.00000	0.00000	0.00000	0.08449	0.00000	0.13567	0.00000	0.08691	0.13377	0.26443	0.00000	0.00000	0.00000	0.00000	0.27680	0.08244	0.10726	0.00000	0.00000	0.00000	0.13032	0.00000	0.00000	0.22433	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.21912	0.20547	0.22611	0.08740	0.45162	0.56413	0.45621	0.36215	0.41371	0.40747	0.39035	0.38517	0.38402	0.36268	0.38423	0.45312	0.43662	0.40726	0.40165	0.42740	0.43629	0.49526	0.36794	0.40260	0.40444	0.45848	0.42299	0.38708	0.45750	0.42080	0.39394	0.43322	0.39718	0.41916	0.38967	0.36031	0.41655	0.42617	0.44746	1.00000	0.64602	0.56251	0.64298	0.55196	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18891	0.00000	0.00000	0.06684	0.09830	0.00000	0.00000	0.00000	0.00000	0.00000	0.18114	0.22536	0.00000	0.00000	0.07544	0.05014	0.08969
BLFlume19-2-2-125	0.17759	0.00000	0.16200	0.00000	0.15184	0.17998	0.00000	0.59515	0.00000	0.00000	0.19992	0.29266	0.00000	0.00000	0.10762	0.11503	0.00000	0.00000	0.22421	0.00000	0.00000	0.00000	0.00000	0.18662	0.21503	0.26937	0.00000	0.12090	0.17280	0.11165	0.00000	0.14626	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.28869	0.11500	0.22498	0.00000	0.29177	0.61531	0.40556	0.32365	0.31966	0.30322	0.28526	0.31592	0.28326	0.23599	0.32787	0.35409	0.39774	0.27996	0.26221	0.26261	0.33915	0.34340	0.19726	0.30934	0.33789	0.39415	0.31978	0.24699	0.39373	0.09106	0.28424	0.32236	0.29395	0.30865	0.36262	0.33475	0.33846	0.30868	0.35489	0.64602	1.00000	0.57848	0.57197	0.51834	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27585	0.00000	0.00000	0.08911	0.08735	0.00000	0.00000	0.00000	0.10018	0.10228	0.06400	0.13363	0.00000	0.00000	0.09081	0.10385	0.05042
BLFlume19-2-2-126	0.23425	0.00000	0.00000	0.00000	0.14346	0.08945	0.12306	0.47761	0.00000	0.00000	0.23009	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18607	0.00000	0.15013	0.00000	0.00000	0.00000	0.20989	0.25894	0.00000	0.14827	0.00000	0.14247	0.00000	0.13598	0.12142	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.40942	0.57109	0.45225	0.39392	0.39422	0.36518	0.42048	0.42131	0.40489	0.31529	0.42791	0.38990	0.39370	0.40260	0.32940	0.45361	0.38821	0.43821	0.35405	0.42040	0.37293	0.41428	0.40745	0.38060	0.43821	0.35545	0.46223	0.41420	0.42395	0.36961	0.45615	0.35919	0.34770	0.42732	0.41906	0.56251	0.57848	1.00000	0.55906	0.50979	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13450	0.00000	0.17149	0.00000	0.08964	0.00000	0.00000	0.10094	0.04753	0.00000	0.00000	0.01995	0.14354	0.00000	0.00000	0.10361	0.12053
BLFlume19-2-2-127	0.11520	0.00000	0.00000	0.00000	0.00000	0.15864	0.28244	0.54543	0.00000	0.00015	0.20630	0.00000	0.00000	0.00000	0.00000	0.00000	0.19062	0.00000	0.08687	0.00000	0.00000	0.00000	0.00000	0.08165	0.06872	0.08422	0.00000	0.00173	0.00000	0.13694	0.00000	0.00000	0.25258	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25774	0.21312	0.00000	0.00000	0.41675	0.56233	0.44183	0.38239	0.35386	0.38759	0.42943	0.40852	0.39837	0.35787	0.34273	0.43532	0.38602	0.37700	0.36555	0.36812	0.41850	0.46029	0.38079	0.40185	0.40724	0.41582	0.46338	0.37417	0.46271	0.40280	0.47323	0.42235	0.41816	0.48293	0.43951	0.40948	0.39675	0.40314	0.37888	0.64298	0.57197	0.55906	1.00000	0.49861	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.26370	0.00000	0.00000	0.22667	0.14337	0.20121	0.08153	0.05964	0.07066	0.12117	0.11836	0.10906	0.07699	0.00000	0.10703	0.10374	0.15239
BLFlume19-2-3-149	0.07539	0.00000	0.07574	0.10128	0.04388	0.00000	0.24949	0.52845	0.00000	0.06759	0.00000	0.00000	0.06912	0.00000	0.00000	0.00000	0.13404	0.00000	0.24890	0.00000	0.14234	0.00000	0.00000	0.08594	0.00000	0.09815	0.00000	0.00000	0.00000	0.13261	0.00000	0.06461	0.10827	0.00000	0.00000	0.00000	0.00000	0.02998	0.00000	0.00000	0.00000	0.00000	0.06536	0.05405	0.00000	0.10491	0.00000	0.00000	0.00000	0.00000	0.00000	0.15092	0.00000	0.00000	0.20651	0.15076	0.06065	0.00000	0.36569	0.57283	0.42143	0.37380	0.41080	0.37858	0.31892	0.29938	0.38195	0.29501	0.34210	0.38774	0.35563	0.40451	0.39485	0.34403	0.41900	0.40534	0.33705	0.31161	0.33578	0.39194	0.40429	0.36876	0.46424	0.34601	0.36777	0.36262	0.36182	0.32299	0.34498	0.34113	0.39803	0.40526	0.39753	0.55196	0.51834	0.50979	0.49861	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22099	0.00000	0.00000	0.05131	0.00000	0.11807	0.00000	0.07544	0.00000	0.00000	0.16832	0.15527	0.15363	0.11022	0.00000	0.08668	0.00000
BLFlume19-5-1-401	0.00000	0.00000	0.00000	0.00000	0.00000	0.27529	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.44019	0.05217	0.05152	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07615	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.26791	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.25017	0.26564	0.13231	0.32363	0.40843	0.52219	0.25187	0.09144	0.31766	0.60736	0.25845	0.50918	0.52675	0.28205	0.45419	0.38219	0.26149	0.27693	0.25320	0.09570	0.53756	0.45770	0.31392	0.31066	0.00000	0.34105	0.29088	0.35922	0.58033	0.11596	0.60099	0.30258	0.59926	0.36008	0.12463	0.25317	0.43992	0.30882	0.30582	0.33978	0.32037	0.28824	0.28137	0.24272	0.21423	0.32507	0.36436	0.00000	0.25266	0.52111	0.52619	0.26475	0.58679	0.60757	0.58792	0.54314	0.49623	0.50371	0.52338	0.55141	0.56573	0.00000	0.07925	0.11867	0.00000	0.00000	0.06468	0.25526	0.19724	0.17537	0.07839	0.23370	0.00000	0.09128	0.31123	0.00000	0.00000	0.00000
BLFlume19-5-1-402	0.00000	0.00000	0.00000	0.11337	0.00000	0.00000	0.00000	0.00000	0.51418	0.00000	0.00000	0.00000	0.00000	0.52069	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.51254	0.09424	0.00000	0.10750	0.00000	0.00000	0.00000	0.00000	0.19803	0.20655	0.10173	0.00000	0.00000	0.24375	0.00000	0.00000	0.00000	0.04044	0.18768	0.00000	0.00000	0.00000	0.00000	0.00000	0.17964	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25017	1.00000	0.54318	0.52491	0.47364	0.23427	0.32294	0.54213	0.55574	0.47042	0.30293	0.51287	0.27911	0.00000	0.52983	0.31387	0.54704	0.64371	0.56656	0.56625	0.53581	0.00000	0.26714	0.41427	0.54606	0.54107	0.56232	0.53847	0.50273	0.00000	0.53635	0.16309	0.46418	0.26396	0.55005	0.56112	0.51751	0.24155	0.52191	0.48037	0.58909	0.48489	0.48366	0.49704	0.51049	0.47380	0.48703	0.68080	0.42972	0.55391	0.00000	0.28582	0.49113	0.00000	0.00000	0.21923	0.00000	0.28884	0.27204	0.00000	0.24910	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.21591	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
BLFlume19-5-1-404	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.56962	0.00000	0.00000	0.00000	0.22218	0.48784	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.51547	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09196	0.28073	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.26564	0.54318	1.00000	0.53645	0.52385	0.07788	0.28295	0.57327	0.45728	0.55662	0.18666	0.59246	0.05280	0.27374	0.49509	0.00000	0.62676	0.52395	0.61394	0.60490	0.52102	0.24527	0.22696	0.50102	0.54389	0.52212	0.60579	0.60726	0.56038	0.05794	0.53903	0.09968	0.53221	0.31893	0.55723	0.52347	0.57735	0.17896	0.55504	0.51048	0.65409	0.50736	0.54551	0.56962	0.51189	0.56280	0.51813	0.64107	0.56095	0.56217	0.26563	0.20283	0.50309	0.20166	0.10168	0.26932	0.00000	0.23929	0.00043	0.21550	0.26796	0.22764	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17589	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
